input_points,nonfinite_removed,too_near_removed,too_far_removed,total_removed,output_points,drop_rate_pct,seq,frame_id
123232,0,0,0,0,123232,0.0,01,000151
123308,0,0,0,0,123308,0.0,01,000152
123463,0,0,0,0,123463,0.0,01,000153
123569,0,0,0,0,123569,0.0,01,000154
123585,0,0,0,0,123585,0.0,01,000155
123157,0,0,0,0,123157,0.0,01,000156
122337,0,0,0,0,122337,0.0,01,000157
122414,0,0,0,0,122414,0.0,01,000158
122361,0,0,0,0,122361,0.0,01,000159
122655,0,0,0,0,122655,0.0,01,000160
122705,0,0,0,0,122705,0.0,01,000161
122748,0,0,0,0,122748,0.0,01,000162
122800,0,0,0,0,122800,0.0,01,000163
122480,0,0,0,0,122480,0.0,01,000164
121865,0,0,0,0,121865,0.0,01,000165
122352,0,0,0,0,122352,0.0,01,000166
122589,0,0,0,0,122589,0.0,01,000167
123096,0,0,0,0,123096,0.0,01,000168
123644,0,0,0,0,123644,0.0,01,000169
123621,0,0,0,0,123621,0.0,01,000170
123483,0,0,0,0,123483,0.0,01,000171
123781,0,0,0,0,123781,0.0,01,000172
124210,0,0,0,0,124210,0.0,01,000173
124415,0,0,0,0,124415,0.0,01,000174
124413,0,0,0,0,124413,0.0,01,000175
124270,0,0,0,0,124270,0.0,01,000176
124307,0,0,0,0,124307,0.0,01,000177
124508,0,0,0,0,124508,0.0,01,000178
124529,0,0,0,0,124529,0.0,01,000179
124473,0,0,0,0,124473,0.0,01,000180
124331,0,0,0,0,124331,0.0,01,000181
124403,0,0,0,0,124403,0.0,01,000182
124335,0,0,0,0,124335,0.0,01,000183
124343,0,0,0,0,124343,0.0,01,000184
124413,0,0,0,0,124413,0.0,01,000185
123918,0,0,0,0,123918,0.0,01,000186
123692,0,0,0,0,123692,0.0,01,000187
123476,0,0,0,0,123476,0.0,01,000188
123130,0,0,0,0,123130,0.0,01,000189
122642,0,0,0,0,122642,0.0,01,000190
122069,0,0,0,0,122069,0.0,01,000191
121139,0,0,0,0,121139,0.0,01,000192
120538,0,0,0,0,120538,0.0,01,000193
120441,0,0,0,0,120441,0.0,01,000194
120502,0,0,0,0,120502,0.0,01,000195
120568,0,0,0,0,120568,0.0,01,000196
120585,0,0,0,0,120585,0.0,01,000197
120357,0,0,0,0,120357,0.0,01,000198
120185,0,0,0,0,120185,0.0,01,000199
120035,0,0,0,0,120035,0.0,01,000200
120282,0,0,0,0,120282,0.0,01,000201
120381,0,0,0,0,120381,0.0,01,000202
120200,0,0,0,0,120200,0.0,01,000203
120089,0,0,0,0,120089,0.0,01,000204
119717,0,0,0,0,119717,0.0,01,000205
119247,0,0,0,0,119247,0.0,01,000206
118102,0,0,0,0,118102,0.0,01,000207
117470,0,0,0,0,117470,0.0,01,000208
117300,0,0,0,0,117300,0.0,01,000209
116484,0,0,0,0,116484,0.0,01,000210
115560,0,0,0,0,115560,0.0,01,000211
115063,0,0,0,0,115063,0.0,01,000212
115607,0,0,0,0,115607,0.0,01,000213
115049,0,0,0,0,115049,0.0,01,000214
113986,0,0,0,0,113986,0.0,01,000215
112466,0,0,0,0,112466,0.0,01,000216
111806,0,0,0,0,111806,0.0,01,000217
111491,0,0,0,0,111491,0.0,01,000218
111270,0,0,0,0,111270,0.0,01,000219
110958,0,0,0,0,110958,0.0,01,000220
110111,0,0,0,0,110111,0.0,01,000221
109321,0,0,0,0,109321,0.0,01,000222
109391,0,0,0,0,109391,0.0,01,000223
109108,0,0,0,0,109108,0.0,01,000224
109078,0,0,0,0,109078,0.0,01,000225
108668,0,0,0,0,108668,0.0,01,000226
108052,0,0,0,0,108052,0.0,01,000227
108163,0,0,0,0,108163,0.0,01,000228
107525,0,0,0,0,107525,0.0,01,000229
107715,0,0,0,0,107715,0.0,01,000230
107761,0,0,0,0,107761,0.0,01,000231
108029,0,0,0,0,108029,0.0,01,000232
107577,0,0,0,0,107577,0.0,01,000233
107999,0,0,0,0,107999,0.0,01,000234
107592,0,0,0,0,107592,0.0,01,000235
107225,0,0,0,0,107225,0.0,01,000236
106658,0,0,0,0,106658,0.0,01,000237
106365,0,0,0,0,106365,0.0,01,000238
105827,0,0,0,0,105827,0.0,01,000239
105058,0,0,0,0,105058,0.0,01,000240
104600,0,0,0,0,104600,0.0,01,000241
104151,0,0,0,0,104151,0.0,01,000242
103442,0,0,0,0,103442,0.0,01,000243
102415,0,0,0,0,102415,0.0,01,000244
102279,0,0,0,0,102279,0.0,01,000245
101952,0,0,0,0,101952,0.0,01,000246
101516,0,0,0,0,101516,0.0,01,000247
101025,0,0,0,0,101025,0.0,01,000248
100828,0,0,0,0,100828,0.0,01,000249
100224,0,0,0,0,100224,0.0,01,000250
99666,0,0,0,0,99666,0.0,01,000251
99182,0,0,0,0,99182,0.0,01,000252
98425,0,0,0,0,98425,0.0,01,000253
98292,0,0,0,0,98292,0.0,01,000254
98944,0,0,0,0,98944,0.0,01,000255
98654,0,0,0,0,98654,0.0,01,000256
97893,0,0,0,0,97893,0.0,01,000257
96412,0,0,0,0,96412,0.0,01,000258
94871,0,0,0,0,94871,0.0,01,000259
94047,0,0,0,0,94047,0.0,01,000260
93765,0,0,0,0,93765,0.0,01,000261
93562,0,0,0,0,93562,0.0,01,000262
93304,0,0,0,0,93304,0.0,01,000263
92802,0,0,0,0,92802,0.0,01,000264
92270,0,0,0,0,92270,0.0,01,000265
92083,0,0,0,0,92083,0.0,01,000266
92003,0,0,0,0,92003,0.0,01,000267
91722,0,0,0,0,91722,0.0,01,000268
91431,0,0,0,0,91431,0.0,01,000269
91048,0,0,0,0,91048,0.0,01,000270
90778,0,0,0,0,90778,0.0,01,000271
90559,0,0,0,0,90559,0.0,01,000272
90428,0,0,0,0,90428,0.0,01,000273
90428,0,0,0,0,90428,0.0,01,000274
90526,0,0,0,0,90526,0.0,01,000275
90277,0,0,0,0,90277,0.0,01,000276
90100,0,0,0,0,90100,0.0,01,000277
90066,0,0,0,0,90066,0.0,01,000278
89890,0,0,0,0,89890,0.0,01,000279
89801,0,0,0,0,89801,0.0,01,000280
89691,0,0,0,0,89691,0.0,01,000281
89563,0,0,0,0,89563,0.0,01,000282
89292,0,0,0,0,89292,0.0,01,000283
89225,0,0,0,0,89225,0.0,01,000284
89118,0,0,0,0,89118,0.0,01,000285
88954,0,0,0,0,88954,0.0,01,000286
88638,0,0,0,0,88638,0.0,01,000287
88684,0,0,0,0,88684,0.0,01,000288
88660,0,0,0,0,88660,0.0,01,000289
88726,0,0,0,0,88726,0.0,01,000290
88733,0,0,0,0,88733,0.0,01,000291
88602,0,0,0,0,88602,0.0,01,000292
88470,0,0,0,0,88470,0.0,01,000293
88351,0,0,0,0,88351,0.0,01,000294
88327,0,0,0,0,88327,0.0,01,000295
88447,0,0,0,0,88447,0.0,01,000296
88447,0,0,0,0,88447,0.0,01,000297
88414,0,0,0,0,88414,0.0,01,000298
88152,0,0,0,0,88152,0.0,01,000299
87848,0,0,0,0,87848,0.0,01,000300
87590,0,0,0,0,87590,0.0,01,000301
87344,0,0,0,0,87344,0.0,01,000302
87517,0,0,0,0,87517,0.0,01,000303
87967,0,0,0,0,87967,0.0,01,000304
88106,0,0,0,0,88106,0.0,01,000305
88108,0,0,0,0,88108,0.0,01,000306
88108,0,0,0,0,88108,0.0,01,000307
88137,0,0,0,0,88137,0.0,01,000308
88269,0,0,0,0,88269,0.0,01,000309
87966,0,0,0,0,87966,0.0,01,000310
87904,0,0,0,0,87904,0.0,01,000311
88212,0,0,0,0,88212,0.0,01,000312
88318,0,0,0,0,88318,0.0,01,000313
88530,0,0,0,0,88530,0.0,01,000314
88521,0,0,0,0,88521,0.0,01,000315
88646,0,0,0,0,88646,0.0,01,000316
88938,0,0,0,0,88938,0.0,01,000317
89384,0,0,0,0,89384,0.0,01,000318
89561,0,0,0,0,89561,0.0,01,000319
89729,0,0,0,0,89729,0.0,01,000320
90037,0,0,0,0,90037,0.0,01,000321
90441,0,0,0,0,90441,0.0,01,000322
90599,0,0,0,0,90599,0.0,01,000323
90563,0,0,0,0,90563,0.0,01,000324
90792,0,0,0,0,90792,0.0,01,000325
90945,0,0,0,0,90945,0.0,01,000326
90936,0,0,0,0,90936,0.0,01,000327
91590,0,0,0,0,91590,0.0,01,000328
92013,0,0,0,0,92013,0.0,01,000329
92613,0,0,0,0,92613,0.0,01,000330
93122,0,0,0,0,93122,0.0,01,000331
93182,0,0,0,0,93182,0.0,01,000332
93264,0,0,0,0,93264,0.0,01,000333
93434,0,0,0,0,93434,0.0,01,000334
93590,0,0,0,0,93590,0.0,01,000335
93749,0,0,0,0,93749,0.0,01,000336
93926,0,0,0,0,93926,0.0,01,000337
94309,0,0,0,0,94309,0.0,01,000338
94939,0,0,0,0,94939,0.0,01,000339
95222,0,0,0,0,95222,0.0,01,000340
95435,0,0,0,0,95435,0.0,01,000341
95758,0,0,0,0,95758,0.0,01,000342
95862,0,0,0,0,95862,0.0,01,000343
95853,0,0,0,0,95853,0.0,01,000344
95569,0,0,0,0,95569,0.0,01,000345
95479,0,0,0,0,95479,0.0,01,000346
95317,0,0,0,0,95317,0.0,01,000347
95193,0,0,0,0,95193,0.0,01,000348
95040,0,0,0,0,95040,0.0,01,000349
94938,0,0,0,0,94938,0.0,01,000350
94845,0,0,0,0,94845,0.0,01,000351
94944,0,0,0,0,94944,0.0,01,000352
95175,0,0,0,0,95175,0.0,01,000353
95552,0,0,0,0,95552,0.0,01,000354
95507,0,0,0,0,95507,0.0,01,000355
95415,0,0,0,0,95415,0.0,01,000356
95038,0,0,0,0,95038,0.0,01,000357
94622,0,0,0,0,94622,0.0,01,000358
94191,0,0,0,0,94191,0.0,01,000359
94146,0,0,0,0,94146,0.0,01,000360
93964,0,0,0,0,93964,0.0,01,000361
94230,0,0,0,0,94230,0.0,01,000362
94241,0,0,0,0,94241,0.0,01,000363
94274,0,0,0,0,94274,0.0,01,000364
94636,0,0,0,0,94636,0.0,01,000365
95185,0,0,0,0,95185,0.0,01,000366
95720,0,0,0,0,95720,0.0,01,000367
96170,0,0,0,0,96170,0.0,01,000368
96319,0,0,0,0,96319,0.0,01,000369
96500,0,0,0,0,96500,0.0,01,000370
96158,0,0,0,0,96158,0.0,01,000371
95991,0,0,0,0,95991,0.0,01,000372
95277,0,0,0,0,95277,0.0,01,000373
95953,0,0,0,0,95953,0.0,01,000374
96044,0,0,0,0,96044,0.0,01,000375
97115,0,0,0,0,97115,0.0,01,000376
96740,0,0,0,0,96740,0.0,01,000377
96269,0,0,0,0,96269,0.0,01,000378
96000,0,0,0,0,96000,0.0,01,000379
95542,0,0,0,0,95542,0.0,01,000380
95276,0,0,0,0,95276,0.0,01,000381
95035,0,0,0,0,95035,0.0,01,000382
94739,0,0,0,0,94739,0.0,01,000383
94557,0,0,0,0,94557,0.0,01,000384
94410,0,0,0,0,94410,0.0,01,000385
93927,0,0,0,0,93927,0.0,01,000386
93825,0,0,0,0,93825,0.0,01,000387
93771,0,0,0,0,93771,0.0,01,000388
93413,0,0,0,0,93413,0.0,01,000389
93174,0,0,0,0,93174,0.0,01,000390
92824,0,0,0,0,92824,0.0,01,000391
92472,0,0,0,0,92472,0.0,01,000392
91953,0,0,0,0,91953,0.0,01,000393
91601,0,0,0,0,91601,0.0,01,000394
91705,0,0,0,0,91705,0.0,01,000395
91923,0,0,0,0,91923,0.0,01,000396
91639,0,0,0,0,91639,0.0,01,000397
91606,0,0,0,0,91606,0.0,01,000398
91494,0,0,0,0,91494,0.0,01,000399
91621,0,0,0,0,91621,0.0,01,000400
91327,0,0,0,0,91327,0.0,01,000401
91247,0,0,0,0,91247,0.0,01,000402
90914,0,0,0,0,90914,0.0,01,000403
90848,0,0,0,0,90848,0.0,01,000404
90576,0,0,0,0,90576,0.0,01,000405
90230,0,0,0,0,90230,0.0,01,000406
90097,0,0,0,0,90097,0.0,01,000407
89603,0,0,0,0,89603,0.0,01,000408
89205,0,0,0,0,89205,0.0,01,000409
89106,0,0,0,0,89106,0.0,01,000410
88731,0,0,0,0,88731,0.0,01,000411
88674,0,0,0,0,88674,0.0,01,000412
88421,0,0,0,0,88421,0.0,01,000413
88011,0,0,0,0,88011,0.0,01,000414
87441,0,0,0,0,87441,0.0,01,000415
86724,0,0,0,0,86724,0.0,01,000416
86391,0,0,0,0,86391,0.0,01,000417
85832,0,0,0,0,85832,0.0,01,000418
85346,0,0,0,0,85346,0.0,01,000419
84532,0,0,0,0,84532,0.0,01,000420
84314,0,0,0,0,84314,0.0,01,000421
84099,0,0,0,0,84099,0.0,01,000422
83760,0,0,0,0,83760,0.0,01,000423
83369,0,0,0,0,83369,0.0,01,000424
83262,0,0,0,0,83262,0.0,01,000425
83151,0,0,0,0,83151,0.0,01,000426
83137,0,0,0,0,83137,0.0,01,000427
82928,0,0,0,0,82928,0.0,01,000428
82961,0,0,0,0,82961,0.0,01,000429
82863,0,0,0,0,82863,0.0,01,000430
82999,0,0,0,0,82999,0.0,01,000431
82944,0,0,0,0,82944,0.0,01,000432
82716,0,0,0,0,82716,0.0,01,000433
82602,0,0,0,0,82602,0.0,01,000434
83081,0,0,0,0,83081,0.0,01,000435
83616,0,0,0,0,83616,0.0,01,000436
83942,0,0,0,0,83942,0.0,01,000437
84305,0,0,0,0,84305,0.0,01,000438
84542,0,0,0,0,84542,0.0,01,000439
84630,0,0,0,0,84630,0.0,01,000440
84928,0,0,0,0,84928,0.0,01,000441
85100,0,0,0,0,85100,0.0,01,000442
85515,0,0,0,0,85515,0.0,01,000443
86069,0,0,0,0,86069,0.0,01,000444
86193,0,0,0,0,86193,0.0,01,000445
86138,0,0,0,0,86138,0.0,01,000446
86214,0,0,0,0,86214,0.0,01,000447
86456,0,0,0,0,86456,0.0,01,000448
86557,0,0,0,0,86557,0.0,01,000449
86518,0,0,0,0,86518,0.0,01,000450
86647,0,0,0,0,86647,0.0,01,000451
86664,0,0,0,0,86664,0.0,01,000452
87014,0,0,0,0,87014,0.0,01,000453
87186,0,0,0,0,87186,0.0,01,000454
87324,0,0,0,0,87324,0.0,01,000455
87287,0,0,0,0,87287,0.0,01,000456
87429,0,0,0,0,87429,0.0,01,000457
87614,0,0,0,0,87614,0.0,01,000458
87943,0,0,0,0,87943,0.0,01,000459
88223,0,0,0,0,88223,0.0,01,000460
88225,0,0,0,0,88225,0.0,01,000461
88373,0,0,0,0,88373,0.0,01,000462
88649,0,0,0,0,88649,0.0,01,000463
88815,0,0,0,0,88815,0.0,01,000464
89223,0,0,0,0,89223,0.0,01,000465
89430,0,0,0,0,89430,0.0,01,000466
89901,0,0,0,0,89901,0.0,01,000467
90279,0,0,0,0,90279,0.0,01,000468
90784,0,0,0,0,90784,0.0,01,000469
91086,0,0,0,0,91086,0.0,01,000470
91637,0,0,0,0,91637,0.0,01,000471
91946,0,0,0,0,91946,0.0,01,000472
92385,0,0,0,0,92385,0.0,01,000473
92809,0,0,0,0,92809,0.0,01,000474
92982,0,0,0,0,92982,0.0,01,000475
93126,0,0,0,0,93126,0.0,01,000476
93343,0,0,0,0,93343,0.0,01,000477
93742,0,0,0,0,93742,0.0,01,000478
94017,0,0,0,0,94017,0.0,01,000479
94370,0,0,0,0,94370,0.0,01,000480
95156,0,0,0,0,95156,0.0,01,000481
96227,0,0,0,0,96227,0.0,01,000482
96524,0,0,0,0,96524,0.0,01,000483
96935,0,0,0,0,96935,0.0,01,000484
96960,0,0,0,0,96960,0.0,01,000485
96943,0,0,0,0,96943,0.0,01,000486
97085,0,0,0,0,97085,0.0,01,000487
96672,0,0,0,0,96672,0.0,01,000488
95391,0,0,0,0,95391,0.0,01,000489
94010,0,0,0,0,94010,0.0,01,000490
93599,0,0,0,0,93599,0.0,01,000491
93262,0,0,0,0,93262,0.0,01,000492
93053,0,0,0,0,93053,0.0,01,000493
92957,0,0,0,0,92957,0.0,01,000494
92768,0,0,0,0,92768,0.0,01,000495
92578,0,0,0,0,92578,0.0,01,000496
92370,0,0,0,0,92370,0.0,01,000497
92450,0,0,0,0,92450,0.0,01,000498
92404,0,0,0,0,92404,0.0,01,000499
92729,0,0,0,0,92729,0.0,01,000500
92648,0,0,0,0,92648,0.0,01,000501
92425,0,0,0,0,92425,0.0,01,000502
92268,0,0,0,0,92268,0.0,01,000503
91943,0,0,0,0,91943,0.0,01,000504
91621,0,0,0,0,91621,0.0,01,000505
91437,0,0,0,0,91437,0.0,01,000506
91455,0,0,0,0,91455,0.0,01,000507
91318,0,0,0,0,91318,0.0,01,000508
91305,0,0,0,0,91305,0.0,01,000509
91372,0,0,0,0,91372,0.0,01,000510
91419,0,0,0,0,91419,0.0,01,000511
91515,0,0,0,0,91515,0.0,01,000512
91603,0,0,0,0,91603,0.0,01,000513
91715,0,0,0,0,91715,0.0,01,000514
91791,0,0,0,0,91791,0.0,01,000515
91706,0,0,0,0,91706,0.0,01,000516
91616,0,0,0,0,91616,0.0,01,000517
91757,0,0,0,0,91757,0.0,01,000518
91944,0,0,0,0,91944,0.0,01,000519
92030,0,0,0,0,92030,0.0,01,000520
92417,0,0,0,0,92417,0.0,01,000521
92629,0,0,0,0,92629,0.0,01,000522
92741,0,0,0,0,92741,0.0,01,000523
92929,0,0,0,0,92929,0.0,01,000524
93340,0,0,0,0,93340,0.0,01,000525
93834,0,0,0,0,93834,0.0,01,000526
94268,0,0,0,0,94268,0.0,01,000527
95119,0,0,0,0,95119,0.0,01,000528
95316,0,0,0,0,95316,0.0,01,000529
95285,0,0,0,0,95285,0.0,01,000530
95673,0,0,0,0,95673,0.0,01,000531
96259,0,0,0,0,96259,0.0,01,000532
96728,0,0,0,0,96728,0.0,01,000533
97093,0,0,0,0,97093,0.0,01,000534
97475,0,0,0,0,97475,0.0,01,000535
97369,0,0,0,0,97369,0.0,01,000536
97715,0,0,0,0,97715,0.0,01,000537
97677,0,0,0,0,97677,0.0,01,000538
97907,0,0,0,0,97907,0.0,01,000539
98022,0,0,0,0,98022,0.0,01,000540
98048,0,0,0,0,98048,0.0,01,000541
97925,0,0,0,0,97925,0.0,01,000542
98042,0,0,0,0,98042,0.0,01,000543
98161,0,0,0,0,98161,0.0,01,000544
98448,0,0,0,0,98448,0.0,01,000545
98523,0,0,0,0,98523,0.0,01,000546
98669,0,0,0,0,98669,0.0,01,000547
98670,0,0,0,0,98670,0.0,01,000548
98584,0,0,0,0,98584,0.0,01,000549
98754,0,0,0,0,98754,0.0,01,000550
98435,0,0,0,0,98435,0.0,01,000551
98348,0,0,0,0,98348,0.0,01,000552
98823,0,0,0,0,98823,0.0,01,000553
99101,0,0,0,0,99101,0.0,01,000554
99286,0,0,0,0,99286,0.0,01,000555
98840,0,0,0,0,98840,0.0,01,000556
98261,0,0,0,0,98261,0.0,01,000557
98210,0,0,0,0,98210,0.0,01,000558
98590,0,0,0,0,98590,0.0,01,000559
98524,0,0,0,0,98524,0.0,01,000560
98508,0,0,0,0,98508,0.0,01,000561
98491,0,0,0,0,98491,0.0,01,000562
98438,0,0,0,0,98438,0.0,01,000563
98441,0,0,0,0,98441,0.0,01,000564
98356,0,0,0,0,98356,0.0,01,000565
98267,0,0,0,0,98267,0.0,01,000566
98533,0,0,0,0,98533,0.0,01,000567
98439,0,0,0,0,98439,0.0,01,000568
98751,0,0,0,0,98751,0.0,01,000569
98894,0,0,0,0,98894,0.0,01,000570
98910,0,0,0,0,98910,0.0,01,000571
98929,0,0,0,0,98929,0.0,01,000572
99385,0,0,0,0,99385,0.0,01,000573
99426,0,0,0,0,99426,0.0,01,000574
99850,0,0,0,0,99850,0.0,01,000575
100214,0,0,0,0,100214,0.0,01,000576
100464,0,0,0,0,100464,0.0,01,000577
100687,0,0,0,0,100687,0.0,01,000578
100780,0,0,0,0,100780,0.0,01,000579
100694,0,0,0,0,100694,0.0,01,000580
100834,0,0,0,0,100834,0.0,01,000581
100775,0,0,0,0,100775,0.0,01,000582
100913,0,0,0,0,100913,0.0,01,000583
101295,0,0,0,0,101295,0.0,01,000584
101529,0,0,0,0,101529,0.0,01,000585
101562,0,0,0,0,101562,0.0,01,000586
101755,0,0,0,0,101755,0.0,01,000587
101776,0,0,0,0,101776,0.0,01,000588
101817,0,0,0,0,101817,0.0,01,000589
101710,0,0,0,0,101710,0.0,01,000590
101830,0,0,0,0,101830,0.0,01,000591
101969,0,0,0,0,101969,0.0,01,000592
102235,0,0,0,0,102235,0.0,01,000593
102969,0,0,0,0,102969,0.0,01,000594
103294,0,0,0,0,103294,0.0,01,000595
104009,0,0,0,0,104009,0.0,01,000596
104507,0,0,0,0,104507,0.0,01,000597
104990,0,0,0,0,104990,0.0,01,000598
106587,0,0,0,0,106587,0.0,01,000599
107744,0,0,0,0,107744,0.0,01,000600
107602,0,0,0,0,107602,0.0,01,000601
108862,0,0,0,0,108862,0.0,01,000602
108693,0,0,0,0,108693,0.0,01,000603
109109,0,0,0,0,109109,0.0,01,000604
109478,0,0,0,0,109478,0.0,01,000605
109867,0,0,0,0,109867,0.0,01,000606
109888,0,0,0,0,109888,0.0,01,000607
109687,0,0,0,0,109687,0.0,01,000608
109317,0,0,0,0,109317,0.0,01,000609
108585,0,0,0,0,108585,0.0,01,000610
108415,0,0,0,0,108415,0.0,01,000611
108323,0,0,0,0,108323,0.0,01,000612
108692,0,0,0,0,108692,0.0,01,000613
108962,0,0,0,0,108962,0.0,01,000614
109235,0,0,0,0,109235,0.0,01,000615
108851,0,0,0,0,108851,0.0,01,000616
108940,0,0,0,0,108940,0.0,01,000617
109403,0,0,0,0,109403,0.0,01,000618
109439,0,0,0,0,109439,0.0,01,000619
109264,0,0,0,0,109264,0.0,01,000620
109279,0,0,0,0,109279,0.0,01,000621
109289,0,0,0,0,109289,0.0,01,000622
109176,0,0,0,0,109176,0.0,01,000623
109151,0,0,0,0,109151,0.0,01,000624
108506,0,0,0,0,108506,0.0,01,000625
107899,0,0,0,0,107899,0.0,01,000626
108268,0,0,0,0,108268,0.0,01,000627
109531,0,0,0,0,109531,0.0,01,000628
110174,0,0,0,0,110174,0.0,01,000629
110750,0,0,0,0,110750,0.0,01,000630
111571,0,0,0,0,111571,0.0,01,000631
111631,0,0,0,0,111631,0.0,01,000632
112239,0,0,0,0,112239,0.0,01,000633
112266,0,0,0,0,112266,0.0,01,000634
111854,0,0,0,0,111854,0.0,01,000635
111577,0,0,0,0,111577,0.0,01,000636
111278,0,0,0,0,111278,0.0,01,000637
111115,0,0,0,0,111115,0.0,01,000638
110913,0,0,0,0,110913,0.0,01,000639
110630,0,0,0,0,110630,0.0,01,000640
110720,0,0,0,0,110720,0.0,01,000641
110803,0,0,0,0,110803,0.0,01,000642
111113,0,0,0,0,111113,0.0,01,000643
111087,0,0,0,0,111087,0.0,01,000644
111467,0,0,0,0,111467,0.0,01,000645
111790,0,0,0,0,111790,0.0,01,000646
111586,0,0,0,0,111586,0.0,01,000647
111285,0,0,0,0,111285,0.0,01,000648
111055,0,0,0,0,111055,0.0,01,000649
111208,0,0,0,0,111208,0.0,01,000650
111512,0,0,0,0,111512,0.0,01,000651
111868,0,0,0,0,111868,0.0,01,000652
111847,0,0,0,0,111847,0.0,01,000653
112001,0,0,0,0,112001,0.0,01,000654
112196,0,0,0,0,112196,0.0,01,000655
112359,0,0,0,0,112359,0.0,01,000656
112231,0,0,0,0,112231,0.0,01,000657
111892,0,0,0,0,111892,0.0,01,000658
111910,0,0,0,0,111910,0.0,01,000659
112438,0,0,0,0,112438,0.0,01,000660
112757,0,0,0,0,112757,0.0,01,000661
113526,0,0,0,0,113526,0.0,01,000662
113669,0,0,0,0,113669,0.0,01,000663
113657,0,0,0,0,113657,0.0,01,000664
113743,0,0,0,0,113743,0.0,01,000665
113855,0,0,0,0,113855,0.0,01,000666
113706,0,0,0,0,113706,0.0,01,000667
113748,0,0,0,0,113748,0.0,01,000668
113612,0,0,0,0,113612,0.0,01,000669
113471,0,0,0,0,113471,0.0,01,000670
113416,0,0,0,0,113416,0.0,01,000671
113347,0,0,0,0,113347,0.0,01,000672
113316,0,0,0,0,113316,0.0,01,000673
113537,0,0,0,0,113537,0.0,01,000674
113778,0,0,0,0,113778,0.0,01,000675
113881,0,0,0,0,113881,0.0,01,000676
113914,0,0,0,0,113914,0.0,01,000677
113984,0,0,0,0,113984,0.0,01,000678
114045,0,0,0,0,114045,0.0,01,000679
114069,0,0,0,0,114069,0.0,01,000680
114010,0,0,0,0,114010,0.0,01,000681
114026,0,0,0,0,114026,0.0,01,000682
114055,0,0,0,0,114055,0.0,01,000683
113808,0,0,0,0,113808,0.0,01,000684
113740,0,0,0,0,113740,0.0,01,000685
113897,0,0,0,0,113897,0.0,01,000686
114195,0,0,0,0,114195,0.0,01,000687
114366,0,0,0,0,114366,0.0,01,000688
114371,0,0,0,0,114371,0.0,01,000689
114368,0,0,0,0,114368,0.0,01,000690
114332,0,0,0,0,114332,0.0,01,000691
114067,0,0,0,0,114067,0.0,01,000692
114054,0,0,0,0,114054,0.0,01,000693
114206,0,0,0,0,114206,0.0,01,000694
114134,0,0,0,0,114134,0.0,01,000695
114094,0,0,0,0,114094,0.0,01,000696
113994,0,0,0,0,113994,0.0,01,000697
113762,0,0,0,0,113762,0.0,01,000698
113398,0,0,0,0,113398,0.0,01,000699
113376,0,0,0,0,113376,0.0,01,000700
113082,0,0,0,0,113082,0.0,01,000701
112858,0,0,0,0,112858,0.0,01,000702
112800,0,0,0,0,112800,0.0,01,000703
112612,0,0,0,0,112612,0.0,01,000704
112146,0,0,0,0,112146,0.0,01,000705
111632,0,0,0,0,111632,0.0,01,000706
111450,0,0,0,0,111450,0.0,01,000707
111047,0,0,0,0,111047,0.0,01,000708
110676,0,0,0,0,110676,0.0,01,000709
109838,0,0,0,0,109838,0.0,01,000710
109407,0,0,0,0,109407,0.0,01,000711
109312,0,0,0,0,109312,0.0,01,000712
108979,0,0,0,0,108979,0.0,01,000713
108883,0,0,0,0,108883,0.0,01,000714
109258,0,0,0,0,109258,0.0,01,000715
109494,0,0,0,0,109494,0.0,01,000716
109355,0,0,0,0,109355,0.0,01,000717
108526,0,0,0,0,108526,0.0,01,000718
108354,0,0,0,0,108354,0.0,01,000719
108001,0,0,0,0,108001,0.0,01,000720
107931,0,0,0,0,107931,0.0,01,000721
107698,0,0,0,0,107698,0.0,01,000722
107761,0,0,0,0,107761,0.0,01,000723
107639,0,0,0,0,107639,0.0,01,000724
107240,0,0,0,0,107240,0.0,01,000725
106687,0,0,0,0,106687,0.0,01,000726
106356,0,0,0,0,106356,0.0,01,000727
106111,0,0,0,0,106111,0.0,01,000728
105946,0,0,0,0,105946,0.0,01,000729
105728,0,0,0,0,105728,0.0,01,000730
105260,0,0,0,0,105260,0.0,01,000731
105034,0,0,0,0,105034,0.0,01,000732
105044,0,0,0,0,105044,0.0,01,000733
104704,0,0,0,0,104704,0.0,01,000734
104467,0,0,0,0,104467,0.0,01,000735
104495,0,0,0,0,104495,0.0,01,000736
104679,0,0,0,0,104679,0.0,01,000737
104657,0,0,0,0,104657,0.0,01,000738
104490,0,0,0,0,104490,0.0,01,000739
104231,0,0,0,0,104231,0.0,01,000740
104360,0,0,0,0,104360,0.0,01,000741
104497,0,0,0,0,104497,0.0,01,000742
104341,0,0,0,0,104341,0.0,01,000743
104160,0,0,0,0,104160,0.0,01,000744
104091,0,0,0,0,104091,0.0,01,000745
103900,0,0,0,0,103900,0.0,01,000746
103638,0,0,0,0,103638,0.0,01,000747
103105,0,0,0,0,103105,0.0,01,000748
102994,0,0,0,0,102994,0.0,01,000749
103148,0,0,0,0,103148,0.0,01,000750
102921,0,0,0,0,102921,0.0,01,000751
102809,0,0,0,0,102809,0.0,01,000752
102701,0,0,0,0,102701,0.0,01,000753
102537,0,0,0,0,102537,0.0,01,000754
102432,0,0,0,0,102432,0.0,01,000755
102318,0,0,0,0,102318,0.0,01,000756
